review,positive_or_negative
not recommend pasta portion small disappointing staff rude inattentive table dirty when arrived definitely not worth price,negative
unfortunately disliked pizza overcooked lacked flavor waited far too long before anyone helped uncomfortable crowded choose another restaurant next time,negative
regret ordering pasta waited far too long before anyone helped texture unpleasant place looked poorly maintained left disappointed idk,negative
great experience sandwiches arrived hot looked great everyone welcoming helpful comfortable place dinner left satisfied,positive
regret ordering pizza bland poorly cooked service extremely slow atmosphere noisy unpleasant definitely not worth price,negative
impressed pasta because arrived hot looked great waiter checked right time definitely worth visit flavors memorable,positive
table dirty when arrived disappointed pasta arrived cold looked unappetizing service felt disorganized not come back,negative
great experience s wiches flavorful cooked perfectly tables clean music nice staff friendly attentive will order again,positive
uncomfortable crowded really unhappy seafood platter overcooked lacked flavor ask several times basic things definitely not worth price,negative
dining room clean comfortable such good experience coffee presentation beautiful taste matched everyone welcoming helpful great value price,positive
poor experience lentil soup greasy not enjoyable place looked poorly maintained ask several times basic things will not order again honestly,negative
impressed fries portion generous fresh atmosphere relaxed pleasant everyone welcoming helpful great value price,positive
unfortunately disliked coffee service felt disorganized bland poorly cooked table dirty when arrived price did not match quality left disappointed,negative
place looked poorly maintained unfortunately disliked seafood platter flavors unbalanced disappointing ask several times basic things left disappointed,negative
loved grilled chicken better than expected place felt welcoming well maintained greeted warmly served quickly come back,positive
happy pizza team handled everything smoothly arrived hot looked great tables clean music nice everything came out nicely timed definitely worth visit,positive
happily recommend pasta fresh tasty filling waiter checked right time comfortable place dinner will order again,positive
disappointed coffee waited far too long before anyone helped flavors unbalanced disappointing table dirty when arrived several things went wrong during visit choose another restaurant next time,negative
regret ordering fries because arrived cold looked unappetizing staff rude inattentive left disappointed several things went wrong during visit,negative
disappointed lemonade much worse than expected uncomfortable crowded service extremely slow definitely not worth price idk,negative
impressed breakfast presentation beautiful taste matched place felt welcoming well maintained everyone welcoming helpful solid choice dinner,positive
place felt welcoming well maintained impressed lentil soup texture excellent team handled everything smoothly definitely worth visit,positive
atmosphere relaxed pleasant really enjoyed grilled chicken everything tasted fresh well seasoned team handled everything smoothly left satisfied,positive
place felt welcoming well maintained absolutely loved grilled chicken everything tasted fresh well seasoned everyone welcoming helpful left satisfied,positive
frustrated sandwiches portion small disappointing table dirty when arrived service felt disorganized not come back btw,negative
such good experience seafood platter better than expected atmosphere relaxed pleasant waiter checked right time great value price,positive
happily recommend lentil soup texture excellent team h led everything smoothly place felt welcoming well maintained solid choice dinner,positive
great experience breakfast everything tasted fresh well seasoned place felt welcoming well maintained staff friendly attentive solid choice dinner,positive
pleasantly surprised burger because arrived hot looked great greeted warmly served quickly left satisfied meal satisfying from start finish,positive
dining room clean comfortable happy burger presentation beautiful taste matched everyone welcoming helpful will order again,positive
poor experience lentil soup much worse than expected service extremely slow dining room dirty uncomfortable will not order again,negative
disappointed seafood platter because ingredients did not taste fresh ask several times basic things poor value money expected much better money,negative
not impressed steak because ingredients did not taste fresh nobody seemed interested helping not come back quality inconsistent,negative
poor experience seafood platter much worse than expected dining room dirty uncomfortable ask several times basic things not come back,negative
table dirty when arrived disappointed fries greasy not enjoyable service extremely slow poor value money,negative
atmosphere relaxed pleasant such good experience sandwiches arrived hot looked great team handled everything smoothly come back,positive
disappointed lentil soup because greasy not enjoyable ask several times basic things not come back quality inconsistent,negative
regret ordering chocolate cake texture unpleasant place looked poorly maintained nobody seemed interested helping not come back,negative
happily recommend grilled chicken waiter checked right time presentation beautiful taste matched tables clean music nice quality consistent throughout meal will order again,positive
happy sandwiches everything tasted fresh well seasoned service quick professional place felt welcoming well maintained definitely worth visit,positive
pleasantly surprised fries texture excellent service quick professional tables clean music nice left satisfied href,positive
not impressed grilled chicken because texture unpleasant nobody seemed interested helping left disappointed several things went wrong during visit,negative
bad experience chocolate cake because greasy not enjoyable staff rude inattentive will not order again quality inconsistent,negative
happily recommend cheesecake better than expected atmosphere relaxed pleasant waiter checked right time left satisfied href,positive
poor experience seafood platter arrived cold looked unappetizing dining room dirty uncomfortable waited far too long before anyone helped poor value money,negative
uncomfortable crowded disappointed steak overcooked lacked flavor service extremely slow poor value money,negative
uncomfortable crowded poor experience chocolate cake portion small disappointing nobody seemed interested helping will not order again,negative
regret ordering pizza portion small disappointing table dirty when arrived nobody seemed interested helping not come back,negative
frustrated fresh salad service extremely slow ingredients did not taste fresh place looked poorly maintained meal disappointing from start finish poor value money,negative
great experience burger flavorful cooked perfectly atmosphere relaxed pleasant waiter checked right time great value price,positive
absolutely loved cheesecake because arrived hot looked great waiter checked right time left satisfied everything came out nicely timed,positive
table dirty when arrived not impressed sandwiches much worse than expected service felt disorganized definitely not worth price idk,negative
unfortunately disliked coffee overcooked lacked flavor staff rude inattentive uncomfortable crowded choose another restaurant next time,negative
happily recommend chocolate cake because fresh tasty filling team handled everything smoothly solid choice dinner flavors memorable,positive
regret ordering steak because flavors unbalanced disappointing waited far too long before anyone helped will not order again meal disappointing from start finish,negative
disappointed fresh salad overcooked lacked flavor service extremely slow dining room dirty uncomfortable will not order again,negative
poor experience breakfast bland poorly cooked uncomfortable crowded waited far too long before anyone helped not come back,negative
impressed fries ingredients tasted high quality atmosphere relaxed pleasant service quick professional solid choice dinner,positive
really enjoyed breakfast team handled everything smoothly flavorful cooked perfectly place felt welcoming well maintained quality consistent throughout meal left satisfied,positive
loved lentil soup texture excellent greeted warmly served quickly dining room clean comfortable will order again,positive
dining room clean comfortable one best things here pizza presentation beautiful taste matched staff friendly attentive solid choice dinner,positive
dining room dirty uncomfortable bad experience coffee overcooked lacked flavor waited far too long before anyone helped definitely not worth price,negative
really unhappy pizza because presentation careless food tasted worse waited far too long before anyone helped poor value money,negative
atmosphere relaxed pleasant really enjoyed lemonade fresh tasty filling service quick professional will order again,positive
happily recommend chocolate cake staff friendly attentive everything tasted fresh well seasoned place felt welcoming well maintained quality consistent throughout meal left satisfied,positive
bad experience fresh salad greasy not enjoyable uncomfortable crowded nobody seemed interested helping poor value money,negative
uncomfortable crowded unfortunately disliked pizza greasy not enjoyable waited far too long before anyone helped will not order again,negative
one best things here breakfast because ingredients tasted high quality waiter checked right time will order again meal satisfying from start finish,positive
impressed cheesecake team handled everything smoothly fresh tasty filling place felt welcoming well maintained everything came out nicely timed left satisfied href,positive
happily recommend coffee staff friendly attentive ingredients tasted high quality comfortable place dinner meal satisfying from start finish come back,positive
really unhappy cheesecake flavors unbalanced disappointing nobody seemed interested helping dining room dirty uncomfortable left disappointed,negative
really enjoyed coffee presentation beautiful taste matched dining room clean comfortable service quick professional left satisfied,positive
not recommend chocolate cake ingredients did not taste fresh staff rude inattentive dining room dirty uncomfortable definitely not worth price,negative
place looked poorly maintained disappointed pizza overcooked lacked flavor nobody seemed interested helping choose another restaurant next time,negative
great experience coffee texture excellent greeted warmly served quickly atmosphere relaxed pleasant will order again,positive
great experience grilled chicken arrived hot looked great team handled everything smoothly dining room clean comfortable great value price href,positive
such good experience seafood platter because flavors balanced satisfying staff friendly attentive come back meal satisfying from start finish,positive
table dirty when arrived not impressed lemonade greasy not enjoyable waited far too long before anyone helped definitely not worth price,negative
loved vegetable couscous service quick professional texture excellent dining room clean comfortable everything came out nicely timed come back,positive
disappointed vegetable couscous nobody seemed interested helping much worse than expected uncomfortable crowded poor value money honestly,negative
really enjoyed coffee service quick professional ingredients tasted high quality atmosphere relaxed pleasant everything came out nicely timed will order again,positive
really unhappy fries arrived cold looked unappetizing waited far too long before anyone helped atmosphere noisy unpleasant not come back,negative
great experience fries arrived hot looked great everyone welcoming helpful tables clean music nice will order again,positive
great experience lemonade team handled everything smoothly flavors balanced satisfying comfortable place dinner flavors memorable definitely worth visit,positive
really unhappy fresh salad because presentation careless food tasted worse ask several times basic things poor value money quality inconsistent,negative
dining room dirty uncomfortable really unhappy burger texture unpleasant service felt disorganized choose another restaurant next time,negative
disappointed breakfast because arrived cold looked unappetizing nobody seemed interested helping definitely not worth price several things went wrong during visit,negative
not impressed sandwiches texture unpleasant uncomfortable crowded nobody seemed interested helping not come back,negative
tables clean music nice such good experience lemonade arrived hot looked great waiter checked right time left satisfied,positive
comfortable place dinner such good experience steak flavorful cooked perfectly staff friendly attentive left satisfied,positive
really unhappy steak flavors unbalanced disappointing service felt disorganized table dirty when arrived left disappointed,negative
dining room dirty uncomfortable disappointed burger greasy not enjoyable ask several times basic things not come back,negative
bad experience cheesecake service extremely slow presentation careless food tasted worse atmosphere noisy unpleasant quality inconsistent poor value money honestly,negative
unfortunately disliked fries because texture unpleasant staff rude inattentive definitely not worth price expected much better money,negative
not recommend lentil soup presentation careless food tasted worse dining room dirty uncomfortable ask several times basic things choose another restaurant next time,negative
disappointed pizza because portion small disappointing nobody seemed interested helping will not order again expected much better money,negative
not impressed chocolate cake because presentation careless food tasted worse service extremely slow definitely not worth price several things went wrong during visit btw,negative
frustrated pizza greasy not enjoyable ask several times basic things dining room dirty uncomfortable definitely not worth price,negative
atmosphere relaxed pleasant happy pasta fresh tasty filling waiter checked right time definitely worth visit,positive
comfortable place dinner absolutely loved seafood platter everything tasted fresh well seasoned waiter checked right time come back,positive
place looked poorly maintained unfortunately disliked steak texture unpleasant nobody seemed interested helping will not order again,negative
disappointed sandwiches because flavors unbalanced disappointing waited far too long before anyone helped definitely not worth price meal disappointing from start finish,negative
impressed cheesecake service quick professional texture excellent tables clean music nice flavors memorable will order again href,positive
bad experience lemonade presentation careless food tasted worse ask several times basic things table dirty when arrived definitely not worth price,negative
pleasantly surprised coffee greeted warmly served quickly portion generous fresh place felt welcoming well maintained quality consistent throughout meal great value price,positive
absolutely loved grilled chicken team handled everything smoothly everything tasted fresh well seasoned place felt welcoming well maintained price felt reasonable quality great value price,positive
great experience pizza because ingredients tasted high quality everyone welcoming helpful come back meal satisfying from start finish,positive
bad experience steak bland poorly cooked service felt disorganized dining room dirty uncomfortable will not order again honestly,negative
dining room clean comfortable one best things here sandwiches fresh tasty filling staff friendly attentive will order again,positive
not recommend breakfast ingredients did not taste fresh service felt disorganized uncomfortable crowded left disappointed,negative
comfortable place dinner such good experience burger portion generous fresh waiter checked right time solid choice dinner href,positive
happy coffee staff friendly attentive flavorful cooked perfectly atmosphere relaxed pleasant price felt reasonable quality will order again,positive
really enjoyed pasta because fresh tasty filling waiter checked right time great value price flavors memorable,positive
place looked poorly maintained bad experience lentil soup bland poorly cooked service extremely slow poor value money honestly,negative
really unhappy lentil soup greasy not enjoyable service felt disorganized dining room dirty uncomfortable left disappointed,negative
absolutely loved pizza because better than expected staff friendly attentive come back flavors memorable,positive
really unhappy grilled chicken overcooked lacked flavor nobody seemed interested helping uncomfortable crowded not come back honestly,negative
regret ordering vegetable couscous service extremely slow ingredients did not taste fresh dining room dirty uncomfortable price did not match quality poor value money btw,negative
place looked poorly maintained really unhappy pizza arrived cold looked unappetizing staff rude inattentive definitely not worth price,negative
great experience burger everything tasted fresh well seasoned place felt welcoming well maintained staff friendly attentive definitely worth visit,positive
happily recommend cheesecake fresh tasty filling waiter checked right time dining room clean comfortable solid choice dinner,positive
atmosphere relaxed pleasant really enjoyed pasta flavors balanced satisfying waiter checked right time come back,positive
happily recommend seafood platter better than expected everyone welcoming helpful comfortable place dinner solid choice dinner,positive
impressed lemonade presentation beautiful taste matched tables clean music nice team handled everything smoothly solid choice dinner,positive
dining room dirty uncomfortable bad experience vegetable couscous presentation careless food tasted worse waited far too long before anyone helped definitely not worth price idk,negative
happy pizza texture excellent dining room clean comfortable everyone welcoming helpful will order again,positive
one best things here fries because better than expected service quick professional will order again,positive
frustrated cheesecake nobody seemed interested helping overcooked lacked flavor dining room dirty uncomfortable poor value money honestly,negative
disappointed coffee nobody seemed interested helping ingredients did not taste fresh place looked poorly maintained quality inconsistent will not order again,negative
not impressed pasta arrived cold looked unappetizing staff rude inattentive uncomfortable crowded definitely not worth price,negative
comfortable place dinner impressed fresh salad better than expected everyone welcoming helpful will order again,positive
impressed sandwiches fresh tasty filling service quick professional comfortable place dinner left satisfied,positive
unfortunately disliked coffee arrived cold looked unappetizing atmosphere noisy unpleasant service extremely slow poor value money,negative
happy fresh salad staff friendly attentive everything tasted fresh well seasoned comfortable place dinner price felt reasonable quality left satisfied,positive
not recommend fresh salad presentation careless food tasted worse service extremely slow atmosphere noisy unpleasant left disappointed,negative
frustrated pizza ingredients did not taste fresh uncomfortable crowded staff rude inattentive not come back idk,negative
not recommend grilled chicken bland poorly cooked dining room dirty uncomfortable waited far too long before anyone helped poor value money honestly,negative
one best things here cheesecake because texture excellent staff friendly attentive solid choice dinner price felt reasonable quality,positive
atmosphere relaxed pleasant loved fresh salad presentation beautiful taste matched staff friendly attentive left satisfied,positive
unfortunately disliked cheesecake arrived cold looked unappetizing table dirty when arrived nobody seemed interested helping not come back,negative
tables clean music nice really enjoyed pizza everything tasted fresh well seasoned team handled everything smoothly definitely worth visit,positive
one best things here burger waiter checked right time presentation beautiful taste matched dining room clean comfortable come back,positive
unfortunately disliked pasta nobody seemed interested helping arrived cold looked unappetizing dining room dirty uncomfortable price did not match quality choose another restaurant next time idk,negative
not impressed chocolate cake presentation careless food tasted worse service felt disorganized dining room dirty uncomfortable will not order again,negative
table dirty when arrived bad experience pizza ingredients did not taste fresh staff rude inattentive definitely not worth price,negative
atmosphere noisy unpleasant unfortunately disliked vegetable couscous overcooked lacked flavor service felt disorganized poor value money,negative
not impressed steak waited far too long before anyone helped bland poorly cooked table dirty when arrived left disappointed,negative
comfortable place dinner happily recommend lemonade arrived hot looked great everyone welcoming helpful left satisfied href,positive
disappointed lemonade because flavors unbalanced disappointing nobody seemed interested helping will not order again expected much better money,negative
really enjoyed grilled chicken because ingredients tasted high quality everyone welcoming helpful great value price price felt reasonable quality,positive
unfortunately disliked fresh salad overcooked lacked flavor waited far too long before anyone helped uncomfortable crowded poor value money btw,negative
atmosphere relaxed pleasant one best things here coffee flavorful cooked perfectly team handled everything smoothly come back,positive
happily recommend pasta because ingredients tasted high quality everyone welcoming helpful definitely worth visit,positive
disappointed pasta portion small disappointing waited far too long before anyone helped place looked poorly maintained poor value money idk,negative
happy seafood platter team handled everything smoothly presentation beautiful taste matched place felt welcoming well maintained everything came out nicely timed great value price,positive
uncomfortable crowded bad experience vegetable couscous flavors unbalanced disappointing nobody seemed interested helping choose another restaurant next time btw,negative
happily recommend pizza greeted warmly served quickly texture excellent tables clean music nice solid choice dinner,positive
unfortunately disliked vegetable couscous waited far too long before anyone helped flavors unbalanced disappointing dining room dirty uncomfortable several things went wrong during visit definitely not worth price,negative
loved burger portion generous fresh place felt welcoming well maintained team handled everything smoothly solid choice dinner,positive
such good experience burger waiter checked right time arrived hot looked great tables clean music nice flavors memorable come back,positive
such good experience coffee ingredients tasted high quality atmosphere relaxed pleasant staff friendly attentive left satisfied,positive
absolutely loved lemonade everyone welcoming helpful presentation beautiful taste matched tables clean music nice flavors memorable left satisfied,positive
really unhappy coffee ingredients did not taste fresh waited far too long before anyone helped table dirty when arrived poor value money,negative
pleasantly surprised vegetable couscous ingredients tasted high quality everyone welcoming helpful tables clean music nice left satisfied,positive
pleasantly surprised pizza flavors balanced satisfying greeted warmly served quickly dining room clean comfortable definitely worth visit,positive
frustrated coffee service felt disorganized texture unpleasant place looked poorly maintained quality inconsistent left disappointed,negative
such good experience chocolate cake flavors balanced satisfying service quick professional tables clean music nice solid choice dinner,positive
happy pasta everything tasted fresh well seasoned tables clean music nice staff friendly attentive great value price,positive
pleasantly surprised vegetable couscous ingredients tasted high quality atmosphere relaxed pleasant everyone welcoming helpful will order again,positive
poor experience chocolate cake ask several times basic things presentation careless food tasted worse uncomfortable crowded meal disappointing from start finish poor value money,negative
one best things here coffee everything tasted fresh well seasoned team handled everything smoothly tables clean music nice left satisfied,positive
disappointed pasta portion small disappointing nobody seemed interested helping uncomfortable crowded definitely not worth price idk,negative
disappointed breakfast much worse than expected staff rude inattentive place looked poorly maintained definitely not worth price,negative
poor experience cheesecake greasy not enjoyable table dirty when arrived staff rude inattentive will not order again,negative
frustrated coffee staff rude inattentive much worse than expected atmosphere noisy unpleasant several things went wrong during visit choose another restaurant next time,negative
disappointed chocolate cake because ingredients did not taste fresh service felt disorganized not come back expected much better money,negative
loved fresh salad presentation beautiful taste matched team handled everything smoothly tables clean music nice left satisfied,positive
atmosphere noisy unpleasant disappointed burger much worse than expected staff rude inattentive definitely not worth price,negative
not recommend vegetable couscous arrived cold looked unappetizing nobody seemed interested helping table dirty when arrived poor value money btw,negative
dining room clean comfortable loved fries texture excellent team handled everything smoothly great value price,positive
regret ordering vegetable couscous because flavors unbalanced disappointing ask several times basic things definitely not worth price meal disappointing from start finish,negative
absolutely loved breakfast because flavors balanced satisfying everyone welcoming helpful definitely worth visit quality consistent throughout meal,positive
not recommend sandwiches service extremely slow portion small disappointing dining room dirty uncomfortable meal disappointing from start finish will not order again,negative
uncomfortable crowded frustrated vegetable couscous portion small disappointing staff rude inattentive definitely not worth price btw,negative
not impressed steak staff rude inattentive arrived cold looked unappetizing atmosphere noisy unpleasant several things went wrong during visit choose another restaurant next time btw,negative
disappointed fries flavors unbalanced disappointing atmosphere noisy unpleasant ask several times basic things poor value money,negative
disappointed seafood platter much worse than expected place looked poorly maintained nobody seemed interested helping poor value money,negative
frustrated vegetable couscous bland poorly cooked nobody seemed interested helping table dirty when arrived definitely not worth price,negative
unfortunately disliked fresh salad service extremely slow ingredients did not taste fresh place looked poorly maintained price did not match quality poor value money,negative
great experience fresh salad because ingredients tasted high quality everyone welcoming helpful left satisfied everything came out nicely timed,positive
atmosphere noisy unpleasant disappointed pasta texture unpleasant staff rude inattentive poor value money,negative
happily recommend grilled chicken texture excellent place felt welcoming well maintained greeted warmly served quickly will order again,positive
regret ordering sandwiches bland poorly cooked uncomfortable crowded nobody seemed interested helping not come back,negative
frustrated grilled chicken presentation careless food tasted worse place looked poorly maintained service felt disorganized not come back btw,negative
regret ordering burger staff rude inattentive ingredients did not taste fresh place looked poorly maintained quality inconsistent not come back,negative
really enjoyed chocolate cake because better than expected everyone welcoming helpful come back quality consistent throughout meal,positive
frustrated vegetable couscous because bland poorly cooked service felt disorganized left disappointed several things went wrong during visit,negative
absolutely loved burger team handled everything smoothly better than expected dining room clean comfortable price felt reasonable quality will order again,positive
not recommend pasta nobody seemed interested helping bland poorly cooked place looked poorly maintained price did not match quality will not order again,negative
tables clean music nice loved cheesecake ingredients tasted high quality everyone welcoming helpful solid choice dinner,positive
really enjoyed fries better than expected tables clean music nice staff friendly attentive will order again,positive
happily recommend pasta because presentation beautiful taste matched waiter checked right time definitely worth visit flavors memorable,positive
impressed burger ingredients tasted high quality service quick professional dining room clean comfortable will order again,positive
frustrated burger ingredients did not taste fresh waited far too long before anyone helped table dirty when arrived definitely not worth price btw,negative
not recommend burger much worse than expected waited far too long before anyone helped dining room dirty uncomfortable definitely not worth price,negative
comfortable place dinner happy seafood platter better than expected waiter checked right time left satisfied,positive
tables clean music nice happily recommend sandwiches presentation beautiful taste matched service quick professional left satisfied,positive
dining room clean comfortable absolutely loved cheesecake portion generous fresh greeted warmly served quickly will order again,positive
table dirty when arrived unfortunately disliked breakfast overcooked lacked flavor waited far too long before anyone helped definitely not worth price,negative
place felt welcoming well maintained such good experience fresh salad everything tasted fresh well seasoned everyone welcoming helpful great value price,positive
comfortable place dinner one best things here seafood platter flavorful cooked perfectly waiter checked right time come back,positive
not recommend cheesecake greasy not enjoyable place looked poorly maintained service felt disorganized not come back,negative
loved coffee staff friendly attentive flavorful cooked perfectly comfortable place dinner flavors memorable solid choice dinner,positive
absolutely loved sandwiches everything tasted fresh well seasoned comfortable place dinner team handled everything smoothly left satisfied,positive
absolutely loved pizza because portion generous fresh service quick professional solid choice dinner price felt reasonable quality,positive
happily recommend sandwiches service quick professional flavors balanced satisfying comfortable place dinner great value price,positive
great experience lemonade fresh tasty filling team handled everything smoothly comfortable place dinner come back,positive
not impressed chocolate cake ask several times basic things greasy not enjoyable place looked poorly maintained choose another restaurant next time honestly,negative
frustrated fries ingredients did not taste fresh service felt disorganized atmosphere noisy unpleasant definitely not worth price,negative
absolutely loved chocolate cake ingredients tasted high quality waiter checked right time atmosphere relaxed pleasant will order again,positive
not impressed steak waited far too long before anyone helped flavors unbalanced disappointing atmosphere noisy unpleasant not come back,negative
atmosphere noisy unpleasant disappointed coffee overcooked lacked flavor staff rude inattentive not come back,negative
bad experience vegetable couscous waited far too long before anyone helped arrived cold looked unappetizing table dirty when arrived price did not match quality definitely not worth price btw,negative
dining room dirty uncomfortable frustrated burger much worse than expected service extremely slow poor value money honestly,negative
bad experience cheesecake because presentation careless food tasted worse waited far too long before anyone helped definitely not worth price,negative
unfortunately disliked fresh salad because greasy not enjoyable ask several times basic things will not order again price did not match quality,negative
impressed burger fresh tasty filling service quick professional dining room clean comfortable definitely worth visit,positive
place looked poorly maintained really unhappy lentil soup bland poorly cooked staff rude inattentive not come back,negative
impressed fries because portion generous fresh everyone welcoming helpful definitely worth visit everything came out nicely timed,positive
regret ordering grilled chicken much worse than expected place looked poorly maintained staff rude inattentive choose another restaurant next time,negative
absolutely loved steak everyone welcoming helpful presentation beautiful taste matched place felt welcoming well maintained meal satisfying from start finish definitely worth visit,positive
dining room clean comfortable really enjoyed vegetable couscous texture excellent everyone welcoming helpful will order again,positive
happy chocolate cake because portion generous fresh everyone welcoming helpful solid choice dinner everything came out nicely timed,positive
disappointed fresh salad ask several times basic things texture unpleasant uncomfortable crowded choose another restaurant next time,negative
really unhappy pizza because much worse than expected service extremely slow not come back several things went wrong during visit,negative
great experience cheesecake waiter checked right time flavors balanced satisfying atmosphere relaxed pleasant price felt reasonable quality left satisfied,positive
absolutely loved fresh salad everyone welcoming helpful flavorful cooked perfectly comfortable place dinner everything came out nicely timed solid choice dinner,positive
happy pizza arrived hot looked great staff friendly attentive comfortable place dinner great value price,positive
frustrated vegetable couscous waited far too long before anyone helped texture unpleasant place looked poorly maintained price did not match quality definitely not worth price btw,negative
disappointed sandwiches overcooked lacked flavor atmosphere noisy unpleasant service felt disorganized choose another restaurant next time,negative
not recommend grilled chicken because portion small disappointing staff rude inattentive will not order again quality inconsistent,negative
dining room clean comfortable pleasantly surprised fresh salad fresh tasty filling service quick professional definitely worth visit,positive
disappointed fries ask several times basic things overcooked lacked flavor place looked poorly maintained meal disappointing from start finish definitely not worth price,negative
comfortable place dinner happy pasta ingredients tasted high quality greeted warmly served quickly solid choice dinner href,positive
table dirty when arrived regret ordering seafood platter much worse than expected ask several times basic things left disappointed,negative
loved cheesecake staff friendly attentive presentation beautiful taste matched place felt welcoming well maintained everything came out nicely timed great value price,positive
not impressed pasta service extremely slow bland poorly cooked dining room dirty uncomfortable expected much better money definitely not worth price,negative
absolutely loved lentil soup arrived hot looked great greeted warmly served quickly dining room clean comfortable come back,positive
happily recommend burger team handled everything smoothly texture excellent dining room clean comfortable flavors memorable great value price,positive
pleasantly surprised coffee arrived hot looked great service quick professional tables clean music nice will order again,positive
really enjoyed vegetable couscous everything tasted fresh well seasoned place felt welcoming well maintained service quick professional come back,positive
dining room dirty uncomfortable disappointed sandwiches portion small disappointing ask several times basic things poor value money idk,negative
such good experience cheesecake because flavors balanced satisfying service quick professional left satisfied flavors memorable,positive
place felt welcoming well maintained happy sandwiches ingredients tasted high quality team handled everything smoothly great value price,positive
bad experience pizza because ingredients did not taste fresh service felt disorganized will not order again expected much better money btw,negative
great experience breakfast better than expected staff friendly attentive dining room clean comfortable great value price,positive
disappointed vegetable couscous because flavors unbalanced disappointing service extremely slow poor value money expected much better money,negative
loved coffee everything tasted fresh well seasoned greeted warmly served quickly tables clean music nice come back,positive
frustrated lentil soup bland poorly cooked service extremely slow table dirty when arrived not come back,negative
unfortunately disliked vegetable couscous arrived cold looked unappetizing uncomfortable crowded service extremely slow choose another restaurant next time,negative
atmosphere noisy unpleasant not recommend pizza arrived cold looked unappetizing staff rude inattentive not come back,negative
table dirty when arrived not impressed seafood platter presentation careless food tasted worse service extremely slow choose another restaurant next time honestly,negative
table dirty when arrived disappointed sandwiches ingredients did not taste fresh ask several times basic things left disappointed,negative
impressed lentil soup because ingredients tasted high quality greeted warmly served quickly come back flavors memorable,positive
loved breakfast portion generous fresh place felt welcoming well maintained greeted warmly served quickly solid choice dinner,positive
not recommend steak bland poorly cooked waited far too long before anyone helped atmosphere noisy unpleasant will not order again,negative
place felt welcoming well maintained happily recommend pizza everything tasted fresh well seasoned greeted warmly served quickly great value price,positive
really unhappy coffee waited far too long before anyone helped greasy not enjoyable atmosphere noisy unpleasant poor value money honestly,negative
poor experience steak waited far too long before anyone helped flavors unbalanced disappointing dining room dirty uncomfortable will not order again,negative
pleasantly surprised fresh salad service quick professional arrived hot looked great atmosphere relaxed pleasant price felt reasonable quality solid choice dinner,positive
one best things here seafood platter waiter checked right time better than expected tables clean music nice great value price,positive
tables clean music nice really enjoyed seafood platter flavorful cooked perfectly staff friendly attentive solid choice dinner,positive
bad experience vegetable couscous nobody seemed interested helping portion small disappointing uncomfortable crowded quality inconsistent poor value money,negative
happy grilled chicken texture excellent tables clean music nice team handled everything smoothly great value price,positive
impressed burger ingredients tasted high quality greeted warmly served quickly comfortable place dinner great value price,positive
unfortunately disliked fries service felt disorganized portion small disappointing place looked poorly maintained quality inconsistent will not order again,negative
not recommend seafood platter greasy not enjoyable ask several times basic things table dirty when arrived not come back,negative
really enjoyed breakfast ingredients tasted high quality everyone welcoming helpful dining room clean comfortable left satisfied,positive
happy cheesecake portion generous fresh staff friendly attentive dining room clean comfortable solid choice dinner,positive
happily recommend burger presentation beautiful taste matched service quick professional dining room clean comfortable great value price,positive
not recommend vegetable couscous staff rude inattentive texture unpleasant atmosphere noisy unpleasant price did not match quality definitely not worth price,negative
tables clean music nice happily recommend lemonade portion generous fresh greeted warmly served quickly will order again,positive
happy seafood platter service quick professional portion generous fresh comfortable place dinner meal satisfying from start finish solid choice dinner,positive
uncomfortable crowded frustrated breakfast ingredients did not taste fresh service felt disorganized choose another restaurant next time honestly,negative
impressed lemonade because portion generous fresh greeted warmly served quickly solid choice dinner quality consistent throughout meal,positive
regret ordering pasta waited far too long before anyone helped portion small disappointing dining room dirty uncomfortable poor value money,negative
one best things here burger texture excellent dining room clean comfortable staff friendly attentive solid choice dinner,positive
dining room clean comfortable great experience steak ingredients tasted high quality everyone welcoming helpful left satisfied,positive
atmosphere noisy unpleasant unfortunately disliked lemonade overcooked lacked flavor staff rude inattentive choose another restaurant next time,negative
frustrated fresh salad much worse than expected place looked poorly maintained ask several times basic things definitely not worth price,negative
happy lemonade staff friendly attentive texture excellent tables clean music nice quality consistent throughout meal solid choice dinner,positive
table dirty when arrived frustrated pasta arrived cold looked unappetizing service felt disorganized poor value money idk,negative
bad experience vegetable couscous much worse than expected service felt disorganized uncomfortable crowded choose another restaurant next time,negative
frustrated chocolate cake texture unpleasant nobody seemed interested helping table dirty when arrived choose another restaurant next time,negative
loved pasta fresh tasty filling atmosphere relaxed pleasant waiter checked right time definitely worth visit,positive
tables clean music nice one best things here fresh salad texture excellent greeted warmly served quickly great value price,positive
loved lentil soup because arrived hot looked great greeted warmly served quickly solid choice dinner flavors memorable,positive
really enjoyed sandwiches flavorful cooked perfectly tables clean music nice staff friendly attentive definitely worth visit,positive
poor experience lentil soup portion small disappointing nobody seemed interested helping uncomfortable crowded not come back,negative
unfortunately disliked pasta portion small disappointing uncomfortable crowded service extremely slow will not order again,negative
one best things here seafood platter portion generous fresh atmosphere relaxed pleasant greeted warmly served quickly definitely worth visit,positive
impressed pasta presentation beautiful taste matched team handled everything smoothly comfortable place dinner solid choice dinner,positive
frustrated breakfast service felt disorganized texture unpleasant uncomfortable crowded will not order again,negative
regret ordering pasta portion small disappointing atmosphere noisy unpleasant staff rude inattentive choose another restaurant next time honestly,negative
